,0
22384,"[585, 77, 581, 383, 641, 418, 362, 35, 240, 514]"
22385,"[233, 280, 606, 658, 501, 604, 201, 443, 157, 147]"
22386,"[269, 237, 416, 678, 368, 293, 58, 400, 88, 245]"
22387,"[80, 258, 612, 54, 404, 592, 527, 213, 61, 64]"
22388,"[443, 581, 233, 360, 690, 388, 341, 585, 445, 455]"
22389,"[233, 249, 585, 307, 105, 498, 455, 240, 388, 291]"
22390,"[641, 607, 307, 471, 157, 237, 201, 7, 240, 383]"
22391,"[249, 240, 585, 225, 307, 388, 671, 514, 293, 233]"
22392,"[504, 249, 522, 390, 620, 239, 208, 657, 652, 619]"
22393,"[127, 693, 291, 659, 564, 612, 121, 281, 66, 106]"
22394,"[280, 641, 307, 201, 237, 501, 147, 240, 606, 309]"
22395,"[291, 564, 663, 659, 112, 527, 355, 213, 551, 592]"
22396,"[443, 307, 201, 280, 606, 175, 476, 233, 501, 235]"
22397,"[641, 240, 235, 513, 501, 309, 609, 310, 355, 280]"
22398,"[458, 581, 420, 292, 670, 483, 395, 216, 113, 607]"
22399,"[585, 107, 127, 641, 355, 383, 310, 418, 77, 112]"
22400,"[193, 265, 524, 460, 113, 103, 395, 512, 370, 561]"
22401,"[193, 460, 524, 265, 512, 103, 370, 113, 655, 561]"
22402,"[193, 265, 460, 524, 512, 103, 370, 113, 569, 655]"
22403,"[193, 230, 460, 524, 265, 561, 103, 512, 36, 370]"
22404,"[612, 121, 570, 429, 375, 260, 681, 242, 328, 123]"
22405,"[443, 581, 168, 223, 79, 606, 557, 584, 666, 206]"
22406,"[193, 230, 460, 524, 265, 512, 500, 103, 72, 682]"
22407,"[366, 230, 647, 548, 585, 404, 374, 437, 173, 514]"
22408,"[230, 317, 637, 498, 287, 545, 248, 560, 448, 310]"
22409,"[230, 374, 682, 500, 304, 437, 193, 671, 295, 376]"
22410,"[230, 317, 560, 581, 565, 19, 217, 612, 121, 60]"
22411,"[230, 317, 681, 139, 160, 105, 30, 560, 535, 412]"
22412,"[9, 605, 216, 76, 404, 573, 353, 243, 230, 614]"
22413,"[193, 460, 113, 524, 265, 512, 370, 561, 124, 103]"
22414,"[193, 230, 460, 682, 524, 265, 512, 103, 370, 113]"
22415,"[230, 193, 460, 524, 265, 512, 103, 370, 113, 655]"
22416,"[265, 193, 460, 569, 524, 512, 517, 315, 443, 557]"
22417,"[9, 605, 216, 76, 230, 280, 573, 353, 243, 658]"
22418,"[193, 265, 682, 647, 548, 574, 585, 460, 366, 225]"
22419,"[230, 662, 534, 115, 1, 344, 549, 317, 560, 166]"
22420,"[612, 121, 570, 256, 429, 681, 260, 665, 390, 27]"
22421,"[193, 230, 460, 524, 265, 512, 103, 426, 370, 113]"
22422,"[230, 113, 139, 61, 193, 561, 535, 395, 370, 241]"
22423,"[193, 460, 524, 265, 561, 103, 512, 36, 370, 113]"
22424,"[193, 561, 460, 103, 36, 524, 265, 426, 512, 241]"
22425,"[265, 193, 460, 255, 574, 569, 524, 512, 236, 201]"
22426,"[193, 230, 524, 265, 460, 465, 52, 512, 642, 682]"
22427,"[193, 460, 230, 612, 524, 265, 512, 160, 103, 370]"
22428,"[193, 460, 650, 524, 424, 265, 251, 93, 561, 103]"
22429,"[193, 512, 236, 460, 574, 682, 524, 265, 20, 671]"
22430,"[265, 193, 460, 230, 569, 524, 512, 517, 315, 443]"
22431,"[193, 460, 113, 524, 265, 512, 230, 395, 139, 103]"
22432,"[367, 443, 557, 503, 591, 584, 434, 352, 341, 265]"
22433,"[670, 594, 432, 607, 543, 513, 501, 482, 376, 307]"
22434,"[193, 366, 682, 574, 460, 404, 256, 320, 27, 524]"
22435,"[230, 500, 374, 304, 308, 437, 443, 30, 557, 96]"
22436,"[193, 230, 460, 524, 265, 512, 612, 103, 72, 370]"
22437,"[193, 265, 443, 460, 113, 230, 512, 524, 569, 395]"
22438,"[606, 234, 171, 300, 145, 393, 230, 618, 450, 141]"
22439,"[193, 460, 524, 265, 561, 103, 512, 36, 370, 113]"
22440,"[193, 460, 524, 265, 512, 103, 230, 370, 113, 655]"
22441,"[193, 103, 561, 460, 524, 36, 265, 241, 612, 121]"
22442,"[193, 460, 682, 404, 366, 592, 574, 124, 524, 265]"
22443,"[193, 230, 577, 460, 524, 265, 512, 194, 103, 370]"
22444,"[366, 27, 256, 173, 404, 146, 514, 132, 362, 141]"
22445,"[193, 460, 577, 236, 194, 524, 265, 512, 255, 134]"
22446,"[193, 512, 460, 524, 265, 113, 103, 682, 370, 395]"
22447,"[193, 460, 134, 113, 524, 265, 512, 395, 673, 103]"
22448,"[193, 460, 524, 265, 512, 103, 561, 370, 113, 36]"
22449,"[193, 460, 230, 524, 265, 512, 103, 370, 113, 655]"
22450,"[193, 460, 524, 255, 265, 512, 574, 673, 103, 370]"
22451,"[193, 115, 236, 670, 255, 243, 574, 460, 322, 230]"
22452,"[193, 395, 113, 673, 498, 561, 579, 460, 91, 652]"
22453,"[500, 374, 367, 96, 612, 121, 13, 681, 304, 437]"
22454,"[193, 230, 236, 682, 574, 460, 524, 265, 20, 671]"
22455,"[193, 230, 574, 682, 460, 524, 265, 512, 565, 366]"
22456,"[193, 460, 524, 265, 512, 113, 103, 370, 655, 561]"
22457,"[374, 437, 366, 295, 500, 404, 27, 416, 256, 682]"
22458,"[606, 230, 317, 393, 560, 631, 160, 581, 565, 19]"
22459,"[193, 230, 460, 524, 265, 72, 512, 51, 103, 370]"
22460,"[193, 460, 561, 370, 113, 230, 512, 524, 265, 103]"
22461,"[193, 460, 524, 265, 512, 682, 574, 103, 370, 113]"
22462,"[230, 166, 97, 160, 105, 317, 30, 211, 412, 560]"
22463,"[193, 682, 574, 366, 460, 173, 404, 374, 376, 437]"
22464,"[592, 213, 527, 612, 141, 33, 359, 326, 379, 389]"
22465,"[221, 61, 80, 49, 240, 186, 694, 691, 28, 671]"
22466,"[193, 460, 524, 124, 265, 512, 569, 527, 213, 446]"
22467,"[173, 201, 376, 607, 307, 7, 137, 366, 268, 501]"
22468,"[193, 682, 374, 460, 236, 574, 524, 265, 512, 103]"
22469,"[193, 230, 460, 236, 524, 265, 512, 682, 574, 103]"
22470,"[374, 500, 304, 437, 498, 513, 280, 157, 307, 471]"
22471,"[500, 374, 304, 437, 303, 518, 30, 505, 332, 650]"
22472,"[230, 193, 673, 460, 499, 524, 265, 512, 154, 103]"
22473,"[193, 460, 524, 265, 682, 512, 103, 370, 113, 655]"
22474,"[193, 265, 460, 561, 426, 103, 524, 512, 36, 673]"
22475,"[193, 460, 524, 265, 512, 655, 113, 673, 103, 37]"
22476,"[412, 163, 639, 420, 395, 14, 628, 623, 216, 120]"
22477,"[230, 317, 560, 581, 565, 19, 414, 311, 160, 105]"
22478,"[193, 460, 524, 265, 512, 103, 370, 113, 655, 194]"
22479,"[80, 49, 396, 553, 694, 186, 691, 677, 611, 529]"
22480,"[500, 374, 304, 437, 230, 96, 505, 303, 295, 416]"
22481,"[193, 460, 682, 374, 524, 265, 512, 124, 103, 370]"
22482,"[193, 460, 524, 265, 512, 103, 370, 113, 655, 650]"
22483,"[193, 230, 460, 524, 265, 682, 574, 512, 612, 103]"
22484,"[230, 344, 317, 662, 534, 115, 1, 560, 549, 694]"
22485,"[230, 193, 460, 103, 524, 265, 512, 370, 113, 642]"
22486,"[670, 612, 121, 258, 2, 607, 429, 570, 467, 157]"
22487,"[193, 460, 682, 574, 524, 265, 72, 512, 366, 51]"
22488,"[193, 460, 524, 265, 103, 512, 446, 370, 113, 194]"
22489,"[193, 460, 577, 524, 265, 512, 36, 194, 103, 395]"
22490,"[193, 682, 236, 230, 460, 574, 524, 265, 512, 20]"
22491,"[193, 230, 460, 524, 265, 512, 36, 103, 370, 113]"
22492,"[193, 460, 524, 265, 682, 512, 374, 103, 370, 113]"
22493,"[193, 460, 113, 524, 265, 512, 395, 103, 370, 280]"
22494,"[193, 574, 265, 366, 682, 460, 79, 647, 548, 352]"
22495,"[265, 193, 460, 647, 548, 574, 584, 225, 79, 585]"
22496,"[193, 230, 460, 524, 265, 512, 446, 103, 370, 113]"
22497,"[193, 682, 230, 460, 374, 574, 524, 265, 437, 512]"
22498,"[193, 230, 460, 524, 265, 512, 103, 370, 113, 655]"
22499,"[193, 460, 524, 265, 512, 682, 374, 103, 370, 113]"
22500,"[231, 11, 352, 648, 283, 79, 443, 109, 557, 591]"
22501,"[311, 628, 452, 443, 557, 492, 129, 503, 580, 276]"
22502,"[498, 545, 448, 579, 652, 692, 513, 128, 37, 200]"
22503,"[350, 80, 228, 139, 631, 316, 31, 327, 433, 678]"
22504,"[452, 628, 311, 443, 557, 492, 246, 580, 591, 584]"
22505,"[452, 443, 259, 628, 681, 390, 557, 260, 612, 121]"
22506,"[516, 599, 184, 11, 138, 134, 129, 562, 678, 587]"
22507,"[27, 40, 336, 366, 649, 427, 173, 256, 276, 450]"
22508,"[443, 452, 79, 580, 311, 628, 540, 352, 557, 681]"
22509,"[649, 40, 276, 229, 427, 580, 106, 424, 251, 93]"
22510,"[443, 452, 681, 121, 260, 598, 453, 390, 123, 628]"
22511,"[420, 395, 612, 121, 216, 258, 483, 55, 429, 570]"
22512,"[670, 292, 138, 607, 543, 513, 501, 482, 376, 307]"
22513,"[452, 628, 168, 443, 492, 557, 503, 434, 341, 690]"
22514,"[154, 503, 673, 471, 402, 162, 24, 170, 499, 105]"
22515,"[452, 458, 527, 213, 690, 592, 72, 33, 443, 674]"
22516,"[612, 452, 360, 444, 179, 628, 684, 565, 490, 352]"
22517,"[681, 612, 121, 570, 429, 375, 258, 55, 36, 598]"
22518,"[656, 246, 420, 6, 395, 216, 483, 113, 91, 69]"
22519,"[649, 40, 276, 349, 229, 366, 585, 580, 427, 404]"
22520,"[98, 131, 326, 391, 167, 142, 138, 460, 443, 512]"
22521,"[443, 427, 606, 681, 280, 311, 501, 175, 658, 235]"
22522,"[564, 310, 248, 355, 692, 291, 593, 254, 568, 545]"
22523,"[443, 648, 79, 557, 168, 109, 158, 21, 584, 88]"
22524,"[628, 649, 40, 580, 276, 452, 229, 349, 386, 458]"
22525,"[240, 443, 379, 681, 79, 107, 427, 612, 121, 260]"
22526,"[612, 263, 106, 207, 429, 360, 570, 179, 121, 359]"
22527,"[598, 559, 246, 639, 297, 44, 69, 169, 443, 557]"
22528,"[109, 247, 648, 407, 584, 223, 443, 557, 591, 283]"
22529,"[443, 152, 690, 88, 71, 302, 158, 135, 557, 308]"
22530,"[311, 540, 502, 246, 54, 38, 503, 6, 402, 258]"
22531,"[649, 40, 276, 229, 427, 106, 349, 612, 121, 404]"
22532,"[245, 32, 360, 612, 684, 565, 444, 352, 334, 283]"
22533,"[246, 6, 424, 251, 93, 439, 200, 580, 19, 452]"
22534,"[452, 628, 30, 548, 443, 557, 259, 390, 492, 412]"
22535,"[443, 557, 628, 591, 584, 352, 265, 452, 79, 30]"
22536,"[649, 40, 276, 671, 585, 80, 8, 349, 38, 258]"
22537,"[246, 6, 328, 88, 398, 390, 604, 336, 452, 643]"
22538,"[246, 670, 91, 54, 6, 255, 236, 138, 607, 543]"
22539,"[246, 88, 443, 557, 584, 352, 79, 341, 153, 30]"
22540,"[648, 443, 109, 557, 11, 503, 434, 341, 440, 247]"
22541,"[628, 580, 276, 612, 121, 690, 106, 55, 311, 229]"
22542,"[311, 443, 557, 129, 503, 591, 584, 352, 265, 168]"
22543,"[27, 366, 420, 173, 256, 415, 132, 404, 146, 675]"
22544,"[452, 628, 458, 638, 578, 368, 72, 228, 54, 656]"
22545,"[612, 121, 570, 328, 429, 443, 681, 375, 260, 638]"
22546,"[412, 163, 584, 548, 14, 656, 120, 586, 628, 585]"
22547,"[452, 311, 391, 443, 628, 557, 492, 129, 503, 153]"
22548,"[422, 111, 584, 443, 557, 580, 597, 171, 591, 352]"
22549,"[228, 35, 625, 49, 544, 284, 452, 360, 267, 262]"
22550,"[516, 599, 184, 350, 138, 134, 11, 562, 678, 587]"
22551,"[360, 612, 684, 565, 444, 352, 334, 283, 281, 245]"
22552,"[443, 557, 628, 586, 259, 690, 341, 390, 591, 584]"
22553,"[276, 210, 443, 628, 584, 557, 485, 580, 127, 40]"
22554,"[443, 681, 407, 390, 260, 247, 109, 453, 598, 311]"
22555,"[38, 669, 563, 671, 258, 447, 330, 146, 240, 585]"
22556,"[443, 557, 434, 638, 535, 628, 492, 591, 584, 352]"
22557,"[311, 443, 557, 247, 109, 503, 168, 402, 591, 584]"
22558,"[443, 648, 109, 80, 557, 79, 247, 168, 158, 88]"
22559,"[656, 616, 581, 296, 140, 666, 580, 363, 690, 171]"
22560,"[647, 548, 366, 585, 514, 404, 173, 394, 27, 79]"
22561,"[109, 247, 648, 407, 443, 557, 11, 167, 352, 584]"
22562,"[529, 175, 606, 280, 513, 307, 201, 396, 641, 501]"
22563,"[452, 628, 54, 458, 656, 64, 502, 578, 368, 72]"
22564,"[452, 352, 628, 283, 443, 557, 334, 231, 104, 79]"
22565,"[352, 283, 452, 443, 557, 334, 231, 104, 79, 360]"
22566,"[246, 142, 2, 6, 673, 147, 540, 118, 91, 69]"
22567,"[443, 557, 580, 246, 276, 628, 591, 584, 352, 265]"
22568,"[612, 121, 570, 429, 258, 55, 670, 2, 693, 681]"
22569,"[443, 276, 427, 580, 557, 311, 40, 649, 628, 79]"
22570,"[628, 580, 452, 276, 649, 427, 40, 229, 684, 458]"
22571,"[514, 79, 362, 671, 90, 612, 240, 565, 606, 585]"
22572,"[564, 291, 310, 355, 692, 384, 659, 568, 248, 593]"
22573,"[612, 249, 208, 133, 65, 248, 674, 681, 648, 359]"
22574,"[452, 88, 681, 612, 121, 628, 390, 259, 311, 443]"
22575,"[669, 552, 330, 480, 252, 447, 381, 544, 148, 691]"
22576,"[350, 21, 356, 127, 107, 35, 585, 575, 273, 641]"
22577,"[612, 121, 570, 375, 429, 423, 277, 654, 242, 681]"
22578,"[121, 228, 503, 246, 170, 19, 540, 6, 673, 666]"
22579,"[393, 606, 680, 624, 379, 256, 240, 582, 180, 601]"
22580,"[670, 246, 54, 91, 490, 6, 255, 236, 607, 543]"
22581,"[592, 527, 213, 33, 514, 612, 583, 141, 609, 513]"
22582,"[669, 330, 544, 447, 443, 557, 168, 88, 586, 580]"
22583,"[352, 283, 443, 557, 334, 231, 104, 79, 360, 591]"
22584,"[245, 349, 424, 617, 334, 536, 472, 637, 439, 219]"
22585,"[179, 35, 592, 599, 585, 674, 625, 502, 352, 116]"
22586,"[670, 246, 54, 255, 236, 6, 607, 543, 513, 501]"
22587,"[8, 117, 533, 649, 276, 246, 580, 479, 40, 427]"
22588,"[580, 666, 581, 265, 349, 272, 448, 140, 690, 286]"
22589,"[612, 121, 443, 260, 570, 429, 106, 242, 40, 109]"
22590,"[669, 552, 148, 480, 381, 544, 330, 447, 648, 615]"
22591,"[452, 628, 443, 557, 580, 591, 584, 352, 265, 88]"
22592,"[311, 580, 443, 557, 276, 584, 628, 352, 79, 647]"
22593,"[628, 503, 502, 452, 492, 443, 557, 311, 434, 341]"
22594,"[452, 628, 54, 228, 458, 570, 258, 612, 121, 578]"
22595,"[638, 452, 535, 434, 628, 559, 492, 44, 443, 557]"
22596,"[0, 13, 4, 606, 485, 393, 348, 653, 695, 300]"
22597,"[648, 109, 11, 352, 247, 407, 79, 443, 283, 557]"
22598,"[80, 527, 213, 592, 472, 245, 648, 260, 168, 33]"
22599,"[80, 172, 8, 540, 260, 75, 503, 419, 138, 559]"
22600,"[443, 557, 498, 586, 591, 584, 352, 265, 448, 104]"
22601,"[167, 363, 598, 123, 260, 415, 141, 253, 168, 352]"
22602,"[548, 647, 584, 79, 585, 168, 311, 394, 352, 503]"
22603,"[557, 392, 479, 72, 325, 304, 612, 121, 570, 132]"
22604,"[585, 647, 584, 79, 617, 240, 352, 514, 168, 192]"
22605,"[79, 443, 647, 548, 584, 352, 585, 394, 168, 192]"
22606,"[201, 235, 606, 280, 476, 147, 175, 394, 307, 501]"
22607,"[443, 204, 557, 174, 352, 168, 580, 591, 584, 265]"
22608,"[647, 548, 584, 168, 79, 514, 352, 585, 375, 557]"
22609,"[168, 585, 647, 548, 584, 79, 514, 352, 443, 394]"
22610,"[585, 647, 548, 584, 79, 352, 447, 394, 192, 514]"
22611,"[647, 548, 585, 584, 79, 394, 366, 256, 514, 582]"
22612,"[167, 168, 611, 73, 131, 529, 369, 142, 10, 396]"
22613,"[585, 584, 30, 79, 418, 352, 548, 443, 557, 168]"
22614,"[514, 168, 585, 158, 192, 107, 79, 584, 548, 223]"
22615,"[548, 168, 647, 514, 394, 584, 79, 585, 366, 404]"
22616,"[73, 396, 184, 670, 533, 156, 529, 168, 513, 664]"
22617,"[443, 168, 557, 123, 378, 598, 390, 352, 259, 681]"
22618,"[585, 548, 647, 584, 79, 352, 394, 404, 514, 192]"
22619,"[443, 598, 612, 681, 359, 121, 375, 693, 158, 123]"
22620,"[240, 585, 256, 379, 79, 584, 77, 336, 447, 234]"
22621,"[548, 647, 584, 79, 585, 394, 352, 168, 514, 77]"
22622,"[647, 548, 584, 168, 79, 585, 394, 352, 617, 192]"
22623,"[584, 585, 443, 557, 352, 335, 608, 79, 167, 415]"
22624,"[585, 514, 79, 584, 352, 548, 443, 192, 158, 366]"
22625,"[647, 548, 585, 366, 584, 79, 404, 394, 514, 173]"
22626,"[647, 548, 168, 584, 79, 585, 514, 404, 394, 366]"
22627,"[647, 548, 585, 366, 168, 404, 584, 79, 514, 394]"
22628,"[527, 213, 592, 33, 674, 612, 168, 681, 22, 326]"
22629,"[443, 79, 352, 591, 168, 557, 283, 158, 30, 334]"
22630,"[443, 557, 168, 591, 584, 352, 265, 79, 88, 648]"
22631,"[443, 168, 557, 648, 158, 88, 591, 584, 352, 265]"
22632,"[647, 548, 584, 79, 585, 394, 352, 168, 514, 192]"
22633,"[585, 548, 647, 584, 79, 352, 394, 447, 234, 336]"
22634,"[685, 139, 631, 228, 316, 31, 438, 327, 608, 335]"
22635,"[443, 168, 557, 79, 584, 158, 110, 30, 352, 88]"
22636,"[612, 121, 335, 429, 375, 570, 260, 359, 456, 681]"
22637,"[612, 359, 598, 326, 123, 168, 213, 592, 527, 453]"
22638,"[335, 119, 483, 495, 546, 421, 261, 415, 168, 158]"
22639,"[443, 557, 168, 469, 123, 591, 584, 352, 265, 414]"
22640,"[585, 240, 514, 379, 77, 256, 79, 671, 584, 192]"
22641,"[585, 168, 514, 548, 273, 158, 411, 204, 107, 35]"
22642,"[647, 548, 584, 79, 585, 394, 352, 514, 192, 366]"
22643,"[352, 79, 584, 173, 394, 565, 360, 443, 283, 647]"
22644,"[685, 378, 117, 533, 612, 121, 8, 331, 438, 258]"
22645,"[335, 443, 167, 557, 415, 352, 584, 608, 591, 265]"
22646,"[167, 352, 557, 391, 443, 591, 584, 456, 265, 201]"
22647,"[527, 213, 168, 592, 33, 158, 389, 326, 583, 560]"
22648,"[647, 548, 585, 584, 79, 394, 352, 514, 192, 366]"
22649,"[329, 443, 557, 352, 584, 456, 79, 591, 265, 617]"
22650,"[585, 548, 647, 514, 366, 584, 79, 404, 394, 173]"
22651,"[421, 261, 483, 119, 335, 415, 495, 639, 627, 547]"
22652,"[647, 548, 584, 79, 585, 173, 394, 404, 352, 514]"
22653,"[240, 256, 585, 167, 77, 379, 671, 463, 680, 514]"
22654,"[352, 404, 647, 548, 168, 584, 79, 598, 585, 394]"
22655,"[366, 404, 514, 585, 592, 647, 548, 27, 173, 256]"
22656,"[585, 79, 514, 548, 366, 647, 584, 173, 404, 192]"
22657,"[59, 612, 527, 213, 592, 359, 33, 326, 389, 158]"
22658,"[352, 443, 557, 168, 584, 591, 265, 456, 469, 414]"
22659,"[167, 557, 443, 391, 168, 584, 591, 352, 265, 259]"
22660,"[168, 443, 158, 79, 153, 310, 514, 355, 21, 107]"
22661,"[585, 548, 647, 584, 79, 352, 394, 514, 192, 366]"
22662,"[167, 557, 352, 391, 608, 79, 443, 283, 390, 591]"
22663,"[168, 611, 529, 73, 184, 443, 396, 598, 533, 156]"
22664,"[612, 514, 352, 168, 79, 283, 359, 565, 223, 107]"
22665,"[685, 560, 592, 213, 612, 438, 527, 404, 141, 335]"
22666,"[585, 548, 647, 584, 79, 352, 394, 447, 234, 514]"
22667,"[608, 168, 352, 443, 557, 469, 414, 123, 598, 169]"
22668,"[167, 80, 443, 363, 415, 391, 557, 10, 540, 260]"
22669,"[329, 443, 557, 378, 352, 584, 302, 617, 591, 265]"
22670,"[335, 167, 415, 168, 73, 608, 10, 529, 611, 363]"
22671,"[612, 121, 55, 259, 681, 390, 247, 109, 260, 693]"
22672,"[548, 647, 584, 79, 585, 352, 394, 514, 443, 192]"
22673,"[168, 443, 557, 591, 584, 352, 265, 88, 110, 79]"
22674,"[167, 557, 391, 443, 123, 335, 598, 469, 414, 608]"
22675,"[479, 366, 404, 256, 585, 27, 132, 146, 173, 548]"
22676,"[647, 548, 584, 79, 585, 622, 404, 563, 146, 394]"
22677,"[168, 443, 557, 352, 591, 584, 110, 79, 283, 529]"
22678,"[584, 283, 223, 163, 70, 591, 443, 557, 79, 352]"
22679,"[168, 443, 557, 73, 259, 352, 584, 110, 390, 591]"
22680,"[168, 443, 557, 584, 529, 352, 79, 158, 110, 548]"
22681,"[681, 443, 167, 557, 123, 259, 598, 469, 414, 390]"
22682,"[256, 492, 585, 77, 146, 79, 173, 548, 404, 584]"
22683,"[168, 443, 158, 110, 514, 557, 79, 153, 548, 107]"
22684,"[168, 557, 443, 591, 204, 88, 158, 259, 110, 584]"
22685,"[167, 443, 557, 335, 415, 352, 584, 168, 591, 265]"
22686,"[557, 443, 167, 259, 591, 391, 584, 352, 265, 390]"
22687,"[443, 585, 107, 79, 514, 548, 153, 273, 168, 110]"
22688,"[548, 366, 404, 647, 514, 585, 584, 79, 394, 173]"
22689,"[168, 443, 557, 204, 158, 591, 584, 352, 265, 110]"
22690,"[352, 443, 259, 557, 390, 681, 584, 308, 123, 260]"
22691,"[443, 557, 591, 352, 168, 283, 584, 265, 79, 223]"
22692,"[168, 158, 204, 443, 557, 213, 592, 326, 693, 247]"
22693,"[585, 647, 548, 366, 584, 79, 404, 394, 514, 173]"
22694,"[548, 647, 585, 584, 79, 404, 394, 352, 30, 514]"
22695,"[30, 443, 88, 685, 557, 341, 259, 109, 412, 247]"
22696,"[647, 548, 584, 79, 585, 192, 394, 352, 514, 440]"
22697,"[548, 647, 585, 584, 79, 514, 192, 394, 352, 617]"
22698,"[378, 167, 443, 557, 30, 440, 363, 414, 390, 259]"
22699,"[548, 647, 584, 79, 585, 336, 394, 447, 234, 352]"
22700,"[63, 532, 664, 613, 612, 121, 599, 570, 429, 138]"
22701,"[63, 581, 532, 585, 671, 258, 38, 79, 656, 690]"
22702,"[240, 310, 355, 592, 583, 309, 307, 112, 609, 501]"
22703,"[63, 532, 664, 613, 240, 256, 379, 585, 452, 77]"
22704,"[525, 50, 420, 357, 677, 292, 385, 673, 676, 373]"
22705,"[63, 532, 613, 664, 166, 578, 685, 211, 21, 439]"
22706,"[63, 169, 456, 532, 400, 119, 69, 52, 613, 431]"
22707,"[525, 50, 673, 257, 436, 105, 354, 259, 677, 499]"
22708,"[63, 532, 613, 664, 154, 24, 35, 107, 162, 641]"
22709,"[57, 366, 585, 404, 24, 27, 548, 256, 173, 514]"
22710,"[64, 257, 599, 138, 134, 166, 678, 614, 251, 21]"
22711,"[553, 498, 355, 291, 448, 658, 659, 652, 564, 210]"
22712,"[592, 581, 527, 213, 583, 141, 240, 585, 404, 33]"
22713,"[170, 298, 545, 448, 668, 57, 579, 498, 25, 105]"
22714,"[420, 50, 525, 357, 292, 677, 673, 113, 385, 676]"
22715,"[525, 50, 420, 673, 357, 677, 385, 499, 292, 676]"
22716,"[63, 664, 613, 532, 318, 671, 332, 38, 258, 146]"
22717,"[514, 57, 107, 240, 125, 656, 585, 43, 307, 112]"
22718,"[57, 564, 291, 310, 355, 668, 659, 568, 210, 692]"
22719,"[63, 443, 532, 581, 690, 445, 452, 664, 613, 233]"
22720,"[63, 532, 613, 664, 498, 452, 38, 671, 652, 291]"
22721,"[63, 664, 613, 532, 35, 585, 77, 641, 599, 418]"
22722,"[585, 514, 77, 671, 362, 146, 256, 132, 240, 548]"
22723,"[63, 532, 664, 613, 452, 628, 458, 228, 638, 86]"
22724,"[612, 121, 357, 385, 525, 570, 429, 677, 185, 601]"
22725,"[63, 532, 613, 664, 678, 599, 138, 134, 228, 139]"
22726,"[63, 532, 613, 35, 664, 641, 418, 282, 585, 107]"
22727,"[57, 366, 404, 27, 256, 24, 173, 514, 585, 146]"
22728,"[63, 664, 532, 613, 452, 142, 2, 628, 458, 228]"
22729,"[63, 0, 532, 233, 13, 291, 664, 613, 4, 485]"
22730,"[281, 652, 498, 291, 249, 231, 564, 659, 384, 355]"
22731,"[498, 57, 514, 249, 579, 652, 240, 307, 107, 24]"
22732,"[57, 443, 79, 585, 24, 584, 514, 107, 352, 168]"
22733,"[63, 29, 612, 121, 131, 532, 375, 570, 664, 613]"
22734,"[420, 50, 525, 382, 257, 292, 357, 612, 121, 442]"
22735,"[63, 664, 491, 532, 28, 83, 108, 235, 613, 584]"
22736,"[63, 613, 532, 664, 64, 494, 351, 318, 258, 243]"
22737,"[550, 80, 591, 402, 259, 557, 409, 617, 154, 432]"
22738,"[606, 240, 280, 307, 201, 514, 641, 501, 175, 147]"
22739,"[63, 291, 659, 564, 127, 664, 66, 112, 532, 281]"
22740,"[491, 28, 235, 664, 4, 631, 625, 362, 316, 267]"
22741,"[656, 404, 585, 332, 146, 28, 287, 38, 671, 258]"
22742,"[63, 446, 532, 366, 404, 27, 667, 664, 613, 256]"
22743,"[355, 291, 310, 112, 126, 659, 564, 107, 668, 551]"
22744,"[525, 613, 494, 351, 318, 74, 357, 354, 50, 385]"
22745,"[63, 532, 457, 613, 664, 612, 121, 486, 357, 258]"
22746,"[63, 656, 532, 671, 38, 258, 146, 240, 585, 563]"
22747,"[63, 498, 545, 448, 579, 652, 532, 692, 128, 37]"
22748,"[63, 612, 248, 448, 498, 545, 532, 82, 310, 692]"
22749,"[63, 557, 532, 316, 411, 631, 228, 139, 204, 89]"
22750,"[193, 494, 322, 351, 324, 590, 478, 460, 160, 664]"
22751,"[206, 388, 307, 658, 585, 418, 201, 147, 584, 234]"
22752,"[63, 664, 532, 613, 332, 578, 258, 243, 54, 38]"
22753,"[532, 354, 87, 291, 525, 509, 48, 597, 44, 146]"
22754,"[63, 532, 664, 613, 656, 420, 483, 395, 216, 113]"
22755,"[63, 532, 613, 664, 233, 35, 670, 291, 585, 64]"
22756,"[63, 532, 443, 557, 259, 613, 664, 390, 681, 30]"
22757,"[63, 664, 590, 494, 532, 297, 322, 613, 97, 351]"
22758,"[63, 612, 121, 532, 429, 664, 613, 570, 681, 375]"
22759,"[80, 249, 522, 619, 260, 316, 307, 239, 208, 105]"
22760,"[612, 121, 570, 598, 75, 429, 375, 260, 681, 257]"
22761,"[50, 525, 677, 357, 382, 257, 385, 676, 673, 442]"
22762,"[63, 656, 532, 613, 17, 35, 664, 575, 127, 420]"
22763,"[63, 532, 48, 287, 258, 243, 54, 38, 332, 613]"
22764,"[63, 532, 613, 664, 452, 240, 671, 38, 668, 355]"
22765,"[50, 673, 249, 239, 499, 420, 309, 257, 208, 652]"
22766,"[669, 381, 552, 480, 691, 330, 267, 544, 473, 252]"
22767,"[63, 532, 664, 613, 258, 332, 243, 54, 38, 656]"
22768,"[63, 532, 613, 664, 64, 258, 243, 54, 38, 35]"
22769,"[498, 652, 291, 249, 355, 112, 659, 564, 592, 310]"
22770,"[24, 57, 585, 418, 548, 443, 581, 360, 282, 77]"
22771,"[525, 50, 677, 385, 357, 420, 676, 673, 292, 601]"
